source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,text_spanish,_sentence_text_spanish
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_20793-21229,20945,20971,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20945, end=20971, entitycategory=PERSON, sentimentcategory=3)",les traits les plus virils,"Représentez-vous un bon géant des légendes , une figure mâle , adoucie d'un je ne sais quoi de féminin qui se remarque souvent , en ce pays , même dans les traits les plus virils , une belle barbe noble et frisée de dieu assyrien , et des yeux clairs , d'un bleu déteint , aux prunelles dilatées et comme infinisées par le spectacle des vastes houles mornes et brumeuses où , chaque année , six mois durant , il est accoutumé de vivre .",3,los rasgos más viriles,"¿Puede representarse a un buen gigante de las leyendas, una figura masculina, suavizada por un algo femenino que a menudo se nota, en este país, incluso en los rasgos más viriles, una hermosa barba noble y rizada de dios asirio, y ojos claros, de un azul desteñido, con pupilas dilatadas y como infinitas por el espectáculo de las vastas olas sombrías y brumosas donde, cada año, durante seis meses, está acostumbrado a vivir?"
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_20793-21229,21014,21022,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=21014, end=21022, sentimentcategory=3)",assyrien,"Représentez-vous un bon géant des légendes , une figure mâle , adoucie d'un je ne sais quoi de féminin qui se remarque souvent , en ce pays , même dans les traits les plus virils , une belle barbe noble et frisée de dieu assyrien , et des yeux clairs , d'un bleu déteint , aux prunelles dilatées et comme infinisées par le spectacle des vastes houles mornes et brumeuses où , chaque année , six mois durant , il est accoutumé de vivre .",3,asirio,"¿Puede representarse a un buen gigante de las leyendas, una figura masculina, suavizada por un no sé qué de femenino que a menudo se nota, en este país, incluso en los rasgos más viriles, una hermosa barba noble y rizada de dios asirio, y ojos claros, de un azul desteñido, con pupilas dilatadas y como infinitas por el espectáculo de las vastas olas sombrías y brumosas donde, cada año, durante seis meses, está acostumbrado a vivir?"
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_20793-21229,21116,21125,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=21116, end=21125, sentimentcategory=4)",spectacle,"Représentez-vous un bon géant des légendes , une figure mâle , adoucie d'un je ne sais quoi de féminin qui se remarque souvent , en ce pays , même dans les traits les plus virils , une belle barbe noble et frisée de dieu assyrien , et des yeux clairs , d'un bleu déteint , aux prunelles dilatées et comme infinisées par le spectacle des vastes houles mornes et brumeuses où , chaque année , six mois durant , il est accoutumé de vivre .",4,espectáculo,"¿Puede representarse a un buen gigante de las leyendas, una figura masculina, suavizada por un no sé qué de femenino que a menudo se nota, en este país, incluso en los rasgos más viriles, una hermosa barba noble y rizada de dios asirio, y ojos claros, de un azul desteñido, con las pupilas dilatadas y como infinitas por el espectáculo de las vastas olas sombrías y brumosas donde, cada año, durante seis meses, está acostumbrado a vivir?"
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_21230-21487,21346,21353,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=21346, end=21353, sentimentcategory=2)",Mauvais,"Sa lettre est datée du Faxa-Fiord , à cinq milles au large de Reikjavik , dans les parages occidentaux de l'île . « Mauvais temps et mauvaises nouvelles » , écrit-il ; « depuis tantôt dix ans que je fais la campagne , je n'ai pas encore vu saison pareille .",2,Mal,"Su carta está fechada desde Faxa-Fiord, a cinco millas de Reikiavik, en las cercanías occidentales de la isla. ""Mal tiempo y malas noticias"", escribe; ""desde hace diez años que hago la campaña, aún no he visto una temporada igual""."
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_21512-21719,21629,21660,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=21629, end=21660, entitycategory=WEATHER, sentimentcategory=1)",des grands paquets d'eau glacée,"Les hommes ont les mains coupées par les lignes et grelottent tout le jour , comme s'ils avaient la fièvre , à cause des grands paquets d'eau glacée que le ciel leur vide dessus , presque sans discontinuer .",1,grandes paquetes de agua helada,"Los hombres tienen las manos cortadas por las líneas y tiemblan todo el día, como si tuvieran fiebre, debido a los grandes paquetes de agua helada que el cielo les vierte encima, casi sin parar."
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_21754-21891,21774,21783,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=21774, end=21783, sentimentcategory=4)",excellent,"Quoique sur un fond excellent , nous n'en sommes , à mon bord , qu ' à nos dix-huit mille morues , juste la moitié moins que l'an passé .",4,excelente,"Aunque en un fondo excelente, en mi barco solo tenemos dieciocho mil bacalaos, justo la mitad menos que el año pasado."
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_24067-24448,24149,24157,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=24149, end=24157, sentimentcategory=2)",trop bas,"On se rappelle , dans ce logis sombre sentant la saumure et la mer , dans ce gîte trop bas s'effilant par un bout « comme l'intérieur d'une grande mouette vidée » , on se rappelle la petite Vierge en faïence , fixée sur une planchette contre le panneau du fond , avec la note fraîche de sa robe rouge et bleue « au milieu de tous les gris sombres de cette pauvre maison de bois » .",2,demasiado bajo,"Se recuerda, en esta casa oscura que huele a salmuera y mar, en este refugio demasiado bajo que se estrecha en un extremo ""como el interior de una gran gaviota vaciada"", se recuerda a la pequeña Virgen de cerámica, fijada en una tablita contra el panel del fondo, con la nota fresca de su vestido rojo y azul ""en medio de todos los grises oscuros de esta pobre casa de madera""."
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_24067-24448,24392,24413,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=24392, end=24413, sentimentcategory=2)",tous les gris sombres,"On se rappelle , dans ce logis sombre sentant la saumure et la mer , dans ce gîte trop bas s'effilant par un bout « comme l'intérieur d'une grande mouette vidée » , on se rappelle la petite Vierge en faïence , fixée sur une planchette contre le panneau du fond , avec la note fraîche de sa robe rouge et bleue « au milieu de tous les gris sombres de cette pauvre maison de bois » .",2,todos los grises oscuros,"Se recuerda, en esta morada oscura que huele a salmuera y mar, en este refugio demasiado bajo que se estrecha en un extremo ""como el interior de una gran gaviota vaciada"", se recuerda a la pequeña Virgen de cerámica, fijada en una tablita contra el panel del fondo, con la nota fresca de su vestido rojo y azul ""en medio de todos los grises oscuros de esta pobre casa de madera""."
GB-214_sample_French_20.txt,GB-214_sample_French_20.txt_24067-24448,24423,24429,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=24423, end=24429, sentimentcategory=2)",pauvre,"On se rappelle , dans ce logis sombre sentant la saumure et la mer , dans ce gîte trop bas s'effilant par un bout « comme l'intérieur d'une grande mouette vidée » , on se rappelle la petite Vierge en faïence , fixée sur une planchette contre le panneau du fond , avec la note fraîche de sa robe rouge et bleue « au milieu de tous les gris sombres de cette pauvre maison de bois » .",2,pobre,"Se recuerda, en esta morada oscura que huele a salmuera y mar, en este refugio demasiado bajo que se estrecha en un extremo ""como el interior de una gran gaviota vaciada"", se recuerda a la pequeña Virgen de cerámica, fijada en una tablita contra el panel del fondo, con la nota fresca de su vestido rojo y azul ""en medio de todos los grises oscuros de esta pobre casa de madera""."
TP_189_IAA.txt,TP_189_IAA.txt_0-162,42,53,sarah_a,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=42, end=53, sentimentcategory=4)",fruchtbarer,"Land ſchien überhaupt in dieſen Gegenden
fruchtbarer zu ſeyn als an jenen, die wie
zuvor geſehen hatten: an der See war es
niedrig, weiter hinein aber bergigt.",4,fértil,"La tierra parecía ser más fértil en estas regiones que en aquellas que habían visto anteriormente: en la costa era baja, pero más adentro era montañosa."
TP_189_IAA.txt,TP_189_IAA.txt_0-162,42,53,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=42, end=53, sentimentcategory=4)",fruchtbarer,"Land ſchien überhaupt in dieſen Gegenden
fruchtbarer zu ſeyn als an jenen, die wie
zuvor geſehen hatten: an der See war es
niedrig, weiter hinein aber bergigt.",4,fértil,"La tierra parecía ser más fértil en estas regiones que en aquellas que habían visto anteriormente: en la costa era baja, pero más adentro era montañosa."
TP_189_IAA.txt,TP_189_IAA.txt_0-162,42,53,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=42, end=53, sentimentcategory=4)",fruchtbarer,"Land ſchien überhaupt in dieſen Gegenden
fruchtbarer zu ſeyn als an jenen, die wie
zuvor geſehen hatten: an der See war es
niedrig, weiter hinein aber bergigt.",4,fértil,"La tierra parecía ser más fértil en estas regiones que en aquellas que habían visto anteriormente: en la costa era baja, pero más adentro era montañosa."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_511-720,574,581,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=574, end=581, entitycategory=PERSON, sentimentcategory=3)",paysans,"C'est en labourant et en piochant autour de ces ruines que les paysans trouvent parfois quelque scarabée ou autre _antika_ de valeur , et la possibilité de ces trouvailles entre sans doute dans leurs calculs .",3,campesinos,"Es arando y cavando alrededor de estas ruinas que los campesinos a veces encuentran algún escarabajo u otra _antika_ de valor, y la posibilidad de estos hallazgos seguramente entra en sus cálculos."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_721-859,773,781,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=773, end=781, entitycategory=PERSON, sentimentcategory=3)",touriste,"Pendant l'été , les ânes qui , l'hiver , portent le touriste , servent à transporter la poussière , du temple aux champs , comme engrais .",3,turista,"Durante el verano, los burros que en invierno llevan a los turistas, se utilizan para transportar el polvo del templo a los campos como abono."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_922-1193,1028,1036,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1028, end=1036, sentimentcategory=4)",symétrie,"Heureusement que la façade du temple se trouvait déblayée et nettoyée , et nous pûmes admirer à l'aise sa symétrie et ses belles proportions . [ PLANCHE 42 : COUR INTÉRIEURE D'UN TEMPLE , A DENDERA ] L'influence grecque est très marquée dans l'architecture de ce temple .",4,simetría,"Afortunadamente, la fachada del templo estaba despejada y limpia, y pudimos admirar con tranquilidad su simetría y sus hermosas proporciones. [PLACA 42: PATIO INTERIOR DE UN TEMPLO, EN DENDERA] La influencia griega es muy marcada en la arquitectura de este templo."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_1421-1596,1587,1594,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1587, end=1594, entitycategory=PERSON, sentimentcategory=3)",artiste,"L'effet de la façade est fort beau ; comme dans la plupart des monuments de cette période , les détails rappellent plutôt l'oeuvre d'un habile ouvrier que celle d'un artiste .",3,artista,"El efecto de la fachada es muy hermoso; como en la mayoría de los monumentos de esta época, los detalles recuerdan más al trabajo de un hábil obrero que al de un artista."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_2110-2314,2142,2151,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2142, end=2151, sentimentcategory=4)",plus beau,"Le pronaos , ou vestibule , est plus beau que ceux des temples de construction plus ancienne ; les dix-huit colonnes qui s'élancent du sol supportent le toit , et les chapiteaux sont perdus dans l'ombre .",4,más hermoso,"El pronaos, o vestíbulo, es más hermoso que los de los templos de construcción más antigua; las dieciocho columnas que se elevan desde el suelo sostienen el techo, y los capiteles se pierden en la sombra."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_4280-4434,4342,4349,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4342, end=4349, entitycategory=PERSON, sentimentcategory=3)",lecteur,"En dépit de l'ordre chronologique de mes voyages , je prie le lecteur de m'accompagner à Rosetta , où je fis un court séjour il y a une dizaine d'années .",3,lector,"A pesar del orden cronológico de mis viajes, ruego al lector que me acompañe a Rosetta, donde hice una breve estancia hace unos diez años."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_4612-4834,4825,4832,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4825, end=4832, entitycategory=PERSON, sentimentcategory=3)",artiste,"Pendant que j'étais dans cette dernière ville , mon vieil ami , Henry Simpson , me fit savoir que Rosetta , où il séjournait alors , était une cité délicieusement pittoresque et offrant d'innombrables sujets à un artiste .",3,artista,"Mientras estaba en esa última ciudad, mi viejo amigo, Henry Simpson, me informó que Rosetta, donde se alojaba en ese momento, era una ciudad encantadoramente pintoresca y ofrecía innumerables temas para un artista."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_7685-7823,7685,7695,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=7685, end=7695, entitycategory=PERSON, sentimentcategory=3)",Le docteur,"Le docteur indigène vint se joindre à nous au moment du café ; c'était un joyeux garçon , très affable , qui parlait très bien l'anglais .",3,El doctor,"El doctor nativo se unió a nosotros en el momento del café; era un chico alegre, muy amable, que hablaba muy bien inglés."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_7685-7823,7759,7765,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=7759, end=7765, sentimentcategory=4)",joyeux,"Le docteur indigène vint se joindre à nous au moment du café ; c'était un joyeux garçon , très affable , qui parlait très bien l'anglais .",4,alegre,"El doctor nativo se unió a nosotros en el momento del café; era un chico alegre, muy amable, que hablaba muy bien inglés."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_7685-7823,7780,7787,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=7780, end=7787, sentimentcategory=4)",affable,"Le docteur indigène vint se joindre à nous au moment du café ; c'était un joyeux garçon , très affable , qui parlait très bien l'anglais .",4,afable,"El doctor nativo se unió a nosotros en el momento del café; era un chico alegre, muy afable, que hablaba muy bien inglés."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_7950-8129,8121,8127,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=8121, end=8127, entitycategory=PERSON, sentimentcategory=3)",femmes,"Il nous raconta ses luttes acharnées contre les préjugés de ses coreligionnaires et combien il lui était difficile , pour ne pas dire impossible , de donner des soins aux femmes .",3,mujeres,"Nos contó sobre sus luchas feroces contra los prejuicios de sus correligionarios y lo difícil, por no decir imposible, que le resultaba brindar cuidados a las mujeres."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_9398-9571,9442,9455,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=9442, end=9455, sentimentcategory=3)",plus modestes,"Les fontaines , les bains , les écoles sont plus modestes qu'au Caire , mais nulle part ici l'on ne trouve les illogismes que l'on rencontre si souvent dans la grande cité .",3,más modestos,"Las fuentes, los baños, las escuelas son más modestos que en El Cairo, pero en ningún lugar aquí se encuentran las incoherencias que se encuentran tan a menudo en la gran ciudad."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_9781-9939,9929,9937,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=9929, end=9937, sentimentcategory=4)",un joyau,"Malgré le manque de confortable de mon installation , je décidai de séjourner à Rosetta aussi longtemps que possible , car cet endroit est vraiment un joyau .",4,una joya,"A pesar de la falta de comodidad de mi alojamiento, decidí quedarme en Rosetta tanto tiempo como fuera posible, ya que este lugar es realmente una joya."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_9940-10084,10060,10068,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=10060, end=10068, sentimentcategory=2)",curieuse,"Je fus assez heureux pour pouvoir engager un gardien de nuit qui , pendant que je travaillais , me protégea de la foule curieuse et des chiens .",2,curiosa,"Fui lo suficientemente afortunado como para poder contratar a un guardia nocturno que, mientras trabajaba, me protegía de la multitud curiosa y de los perros."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_10796-10898,10874,10881,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=10874, end=10881, entitycategory=PERSON, sentimentcategory=3)",vendeur,"En outre , la vue est continuellement interrompue par les allées et venues du vendeur et des clients .",3,vendedor,"Además, la vista está continuamente interrumpida por el ir y venir del vendedor y los clientes."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_10796-10898,10889,10896,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=10889, end=10896, entitycategory=PERSON, sentimentcategory=3)",clients,"En outre , la vue est continuellement interrompue par les allées et venues du vendeur et des clients .",3,clientes,"Además, la vista está continuamente interrumpida por el ir y venir del vendedor y los clientes."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_10899-11000,10954,10959,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=10954, end=10959, sentimentcategory=3)",chaud,"Mon labeur , au moment où la crue du Nil rendait l'air chaud et humide , était extrêmement fatigant .",3,caliente,"Mi trabajo, en el momento en que la crecida del Nilo hacía el aire caliente y húmedo, era extremadamente agotador."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_10899-11000,10963,10969,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=10963, end=10969, sentimentcategory=3)",humide,"Mon labeur , au moment où la crue du Nil rendait l'air chaud et humide , était extrêmement fatigant .",3,húmedo,"Mi trabajo, en el momento en que la crecida del Nilo hacía el aire caliente y húmedo, era extremadamente agotador."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_11110-11278,11163,11168,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11163, end=11168, entitycategory=PERSON, sentimentcategory=3)",Cheik,"Un ordre du Mahmoor ( le gouverneur de la ville ) au Cheik , aplanit toutes difficultés , et il nous fut permis de placer nos chevalets devant l'autel de Sidi Sakhlûn .",3,Cheik,"Una orden del Mahmoor (el gobernador de la ciudad) al Cheik, eliminó todas las dificultades, y se nos permitió colocar nuestros caballetes frente al altar de Sidi Sakhlûn."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_11279-11464,11399,11409,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11399, end=11409, entitycategory=PERSON, sentimentcategory=3)",célébrités,"La vie de ce saint personnage m ' a été racontée , mais elle se confond tellement dans mon esprit avec celle des autres célébrités musulmanes , que je ne me hasarderai pas à la redire .",3,celebridades,"La vida de este santo personaje me fue contada, pero se confunde tanto en mi mente con la de otras celebridades musulmanas que no me atreveré a repetirla."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_11465-11595,11474,11479,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11474, end=11479, entitycategory=PERSON, sentimentcategory=3)",saint,Un autre saint de la localité repose sous le dôme d'une mosquée située au bord du désert qui sépare Rosetta de la baie d'Aboukir .,3,santo,Otro santo de la localidad descansa bajo la cúpula de una mezquita ubicada en el borde del desierto que separa Rosetta de la bahía de Aboukir.
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_12002-12137,12026,12032,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12026, end=12032, entitycategory=PERSON, sentimentcategory=3)",femmes,"Il est d'usage pour les femmes , à ce moment-là , d'aller visiter les tombes de leurs défunts et de les orner de feuilles de palmiers .",3,mujeres,"Es costumbre para las mujeres, en ese momento, ir a visitar las tumbas de sus difuntos y adornarlas con hojas de palma."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_12002-12137,12088,12095,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12088, end=12095, entitycategory=PERSON, sentimentcategory=3)",défunts,"Il est d'usage pour les femmes , à ce moment-là , d'aller visiter les tombes de leurs défunts et de les orner de feuilles de palmiers .",3,difuntos,"Es costumbre para las mujeres, en ese momento, ir a visitar las tumbas de sus difuntos y adornarlas con hojas de palma."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_12138-12328,12318,12326,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12318, end=12326, entitycategory=PERSON, sentimentcategory=3)",voisines,"Elles demeurent au cimetière toute la journée , les unes pleurant une mort récente , tandis que d'autres , accroupies en rond , passent leur temps à discuter les affaires de leurs voisines .",3,vecinas,"Ellas permanecen en el cementerio todo el día, unas llorando una muerte reciente, mientras que otras, agachadas en círculo, pasan su tiempo discutiendo los asuntos de sus vecinas."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_12441-12534,12454,12461,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12454, end=12461, entitycategory=PERSON, sentimentcategory=3)",médecin,"Notre ami le médecin s'institua encore infirmier , et surveilla la cuisine de Mme Karalambo .",3,médico,"Nuestro amigo el médico se convirtió nuevamente en enfermero, y supervisó la cocina de la Sra. Karalambo."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_12584-12787,12682,12688,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12682, end=12688, entitycategory=PERSON, sentimentcategory=3)",malade,"Lorsque le cigare arrivait à sa fin , le joyeux petit _hakim_ se souvenait brusquement d'un autre malade qui l'attendait et filait prestement , en me promettant de revenir dans le courant de la journée .",3,enfermo,"Cuando el cigarro llegaba a su fin, el alegre pequeño _hakim_ recordaba repentinamente a otro enfermo que lo esperaba y se iba rápidamente, prometiéndome regresar durante el día."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_13060-13171,13064,13077,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13064, end=13077, entitycategory=PERSON, sentimentcategory=2)",douche glacée,"Une douche glacée ou le bruit d'un morceau de plâtre qui se détachait du plafond , m'éveillait en pleine nuit .",2,ducha fría,"Una ducha fría o el ruido de un trozo de yeso que se desprendía del techo, me despertaba en plena noche."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_14570-14688,14585,14591,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=14585, end=14591, sentimentcategory=4)",exquis,"Le temps était exquis , juste assez chaud pour nous permettre d'apprécier la brise de la mer et l'ombre des palmiers .",4,exquis,"El tiempo era exquisito, lo suficientemente cálido como para permitirnos disfrutar de la brisa del mar y la sombra de las palmeras."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_15216-15355,15301,15309,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=15301, end=15309, entitycategory=PERSON, sentimentcategory=3)",chrétien,"Il a pourtant son intérêt , car il est probablement le seul édifice construit par un chrétien en hommage à un peuple d'une foi différente .",3,cristiano,"Tiene su interés, ya que probablemente es el único edificio construido por un cristiano en homenaje a un pueblo de una fe diferente."
GB-267_sample_French_20.txt,GB-267_sample_French_20.txt_15216-15355,15326,15332,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=15326, end=15332, entitycategory=PERSON, sentimentcategory=3)",peuple,"Il a pourtant son intérêt , car il est probablement le seul édifice construit par un chrétien en hommage à un peuple d'une foi différente .",3,pueblo,"Tiene su interés, ya que probablemente sea el único edificio construido por un cristiano en homenaje a un pueblo de una fe diferente."
BHL_466_sample_French_20.0.txt,BHL_466_sample_French_20.0.txt_3877-3970,3884,3895,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3884, end=3895, sentimentcategory=4)",intéressant,Il est intéressant de retrouver dans les faluns de la Touraine une petite espèce Rhinocéros .,4,interesante,Es interesante encontrar en los faluns de Touraine una pequeña especie de rinoceronte.
BHL_466_sample_French_20.0.txt,BHL_466_sample_French_20.0.txt_5104-5416,5234,5250,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5234, end=5250, sentimentcategory=3)",de petite taille,"Ces deux pièces permettent toutefois d'établir avec certitude l'existence dans l'horizon de la Touraine-Blésois de Rhinocé- ridés de petite taille , qui peuvent représenter la suite directe du rameau du Ceratorhinus tagicus race ligericus , signalé par l'un de nous dans le Burdigalien de la vallée de la Loire .",3,de pequeño tamaño,"Estas dos piezas permiten establecer con certeza la existencia en el horizonte de Touraine-Blésois de rinocerótidos de pequeño tamaño, que pueden representar la continuación directa de la rama de Ceratorhinus tagicus raza ligericus, reportada por uno de nosotros en el Burdigaliano del valle del Loira."
BHL_466_sample_French_20.0.txt,BHL_466_sample_French_20.0.txt_5417-5784,5544,5560,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5544, end=5560, sentimentcategory=3)",de petite taille,"Malgré la pénurie des matériaux dont nous pouvons dispo- ser , il nous paraît cependant possible de rapprocher ce Rhino- céros de petite taille , découvert dans l'Helvétien de Manthe- lan et de Pontlevoy , de deux formes , ayant entre elles une très grande ressemblance , sinon peut-être identiques : l'une est FiG . 16 . — Rhinocéros ( Ceratorhi- nus ) simorrensis .",3,de pequeño tamaño,"A pesar de la escasez de materiales de los que podemos disponer, nos parece posible acercar este rinoceronte de pequeño tamaño, descubierto en el Helvetiano de Manthelan y Pontlevoy, a dos formas, que entre sí tienen una gran similitud, quizás incluso idénticas: una es la Figura 16 - Rinoceronte (Ceratorhinus) simorrensis."
BHL_466_sample_French_20.0.txt,BHL_466_sample_French_20.0.txt_13413-13641,13627,13639,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=13627, end=13639, sentimentcategory=4)",si abondants,"Leur présence — - rare ou fréquente — n'en présente pas moins vm réel intérêt , car elle montre avec évidence les affi- nités de la faune spéciale des faluns avec celle de Sansan où les Cervidés à bois caducs sont si abondants .",4,tan abundantes,"Su presencia, ya sea rara o frecuente, no deja de presentar un interés real, ya que muestra claramente las afinidades de la fauna especial de los faluns con la de Sansan, donde los ciervos de madera caduca son tan abundantes."
